3140
qstr_Next_Page Next_Page
qstr__{s2}_Almost_slipped _{s2}_Almost_slipped_my_mind!
qstr__{s2}_Terrible_it_is _{s2}_Terrible_it_is,_terrible_I_tell_you!__Makes_one_lose_sleep_at_night_it_does!
qstr__{s2}_A_sad_state_of _{s2}_A_sad_state_of_affairs_it_is_too.
qstr__{s2}_Gives_me_the_c _{s2}_Gives_me_the_chills_it_does!__Right_up_my_spine!
qstr__{s2}_Nasty_bit_of_b _{s2}_Nasty_bit_of_business_it_is_too.
qstr__{s2}_Makes_me_wonde _{s2}_Makes_me_wonder_what_our_land_is_coming_to_ya_know.
qstr__{s2}_It_makes_me_gl _{s2}_It_makes_me_glad_that_I_am_safe_behind_these_walls_let_me_tell_you!
qstr__{s2}_May_the_fates_ _{s2}_May_the_fates_protect_us,_my_{reg63?Lord:Lady}.
qstr__Ah!_Well_met. _Ah!_Well_met.
qstr__Well_met_Captain. _Well_met,_Captain.
qstr__Ah!_I_am_glad_you_a _Ah!_I_am_glad_you_asked.
qstr__Well_my_{reg63?Lord _Well,_my_{reg63?Lord:Lady},_I_believe_fortune_smiles_upon_you.
qstr__Please_keep_your_vo _Please_keep_your_voice_down,_my_friend.
qstr__Please_sit_down_wit _Please_sit_down_with_me,_good_{reg63?Lord:lady}.
qstr__My_{reg63?lord:Lady _My_{reg63?lord:Lady},_lower_your_voice,_information_is_power_and_ears_are_everywhere.
qstr__Well_met_my_{reg63? _Well_met,_my_{reg63?lord:Lady}_{playername}.
qstr__{reg63?Lord:Lady}_{ _{reg63?Lord:Lady}_{playername},_you_have_come_just_at_the_right_time.
qstr__Ah_yes.__You_have_c _Ah_yes.__You_have_come_to_the_right_person.
qstr__{s10}__I_have{s9}_f _{s10}__I_have{s9}_for_you.
qstr__{s10}__I_was_told{s _{s10}__I_was_told{s9}_as_a_matter_of_personal_trust.
qstr__{s10}__I_trust_you_ _{s10}__I_trust_you_will_keep_this_between_us.__I_was_given{s9}_in_confidence.
qstr__{s10}_I_do_indeed_h _{s10}_I_do_indeed_have{s9}_for_you.
qstr__{s10}__I_was_privy_ _{s10}__I_was_privy_to{s9}.
qstr__{s10}__I_did_run_ac _{s10}__I_did_run_across{s9}_that_you_may_find_of_value.
qstr__{s10}__Well{s9}_was _{s10}__Well,{s9}_was_relayed_to_me.
qstr__{s2}_It_is_a_good_t _{s2}_It_is_a_good_thing_that_I_have_keen_ears_and_watch_for_such_things!
qstr__{s2}_Very_interesti _{s2}_Very_interesting_news,_I_must_say!
qstr__{s2}_I_hope_you_use _{s2}_I_hope_you_use_this_information_well!
qstr__{s2}_Important_info _{s2}_Important_information,_like_wine,_does_not_flow_freely.
qstr__{s2}_Come_sit_down_ _{s2}_Come,_sit_down_and_let_me_share_the_details_with_you.
qstr__{s2}_It_never_cease _{s2}_It_never_ceases_to_amaze_me_what_people_know_and_are_willing_to_share.
qstr__{s2}_I_know_you_wil _{s2}_I_know_you_will_find_this_at_least_mildly_useful.
qstr__{s2}_Perhaps_I_will _{s2}_Perhaps_I_will_stay_here_a_bit_longer,_as_traveling_has_become_more_dangerous.
qstr__{s2}_Please_use_wha _{s2}_Please_use_what_I_am_about_to_tell_you_well.
qstr__a_little_morsel _a_little_morsel
qstr__a_nasty_little_rumo _a_nasty_little_rumor
qstr__an_interesting_yarn _an_interesting_yarn
qstr__a_tidbit_of_interes _a_tidbit_of_interest
qstr__a_whisper_of_inform _a_whisper_of_information
qstr__a_second_hand_story _a_second-hand_story
qstr__some_secret_gossip _some_secret_gossip
qstr__Ah!_Hello_Captain. _Ah!_Hello,_Captain.
qstr__Aye.._that_I_have. _Aye.._that_I_have.
qstr__You_are_in_luck. _You_are_in_luck.
qstr__Yes_my_{reg63?Lord: _Yes,_my_{reg63?Lord:Lady},_I_do.
qstr__Please_keep_your_voi _Please_keep_your_voice_to_a_whisper,_my_friend.
qstr__Aye_I_have_an_ear_a _Aye,_I_have_an_ear_and_a_tale_to_tell.
qstr__My_{reg63?lord:Lady} _My_{reg63?lord:Lady},_keep_your_voice_to_a_whisper_if_you_value_both_of_our_lives.
qstr__Well_met_my_{reg63?l _Well_met,_my_{reg63?lord:Lady}_{playername}.__If_the_Brotherhood_found_out_I_was_selling_information,_then_we_would_both_be_in_danger.
qstr__{reg63?Lord:Lady}_{p _{reg63?Lord:Lady}_{playername}_you_are_in_luck.
qstr__Preserve_me_from_sh _Preserve_me_from_shackles,_and_bless_me,_I_have_what_you_want.
qstr__{s10}__I_was_told{s9 _{s10}__I_was_told{s9}._Treat_this_as_a_matter_of_personal_trust_between_us.
qstr__{s10}__Yes_this_mus _{s10}__Yes,_this_must_be_kept_just_between_us.__I_came_across{s9}.
qstr__{s10}__I_was_fortun _{s10}__I_was_fortunate_to_have_heard{s9}.
qstr__{s10}__I_was_in_the _{s10}__I_was_in_the_right_place_at_the_right_time_to_hear{s9}.
qstr__{s10}__I_did_come_a _{s10}__I_did_come_across{s9}_that_you_may_find_of_value.
qstr__{s10}__Well{s9}_was_ _{s10}__Well,{s9}_was_told_to_me.
qstr__{s2}_I_meet_all_sor _{s2}_I_meet_all_sorts_in_my_line_of_work_and_most_are_eager_to_spill_their_secrets_if_it_keeps_them_out_of_shackles.
qstr__{s2}_I_hope_that_th _{s2}_I_hope_that_this_information_is_worth_it_to_you.
qstr__{s2}_This_is_someth _{s2}_This_is_something_that_my_associates_would_want_to_hear_as_well,_just_so_you_know.
qstr__{s2}_I_am_glad_that _{s2}_I_am_glad_that_you_are_wary_of_who_you_talk_to,_not_all_are_who_they_seem.
qstr__{s2}_I_put_myself_i _{s2}_I_put_myself_in_danger_by_speaking_to_you,_but_I_need_the_coin.
qstr__{s2}_Let_us_keep_th _{s2}_Let_us_keep_this_discussion_to_ourselves,_shall_we?
qstr__{s2}_By_the_way_be_ _{s2}_By_the_way,_be_careful._The_Brotherhood_has_had_some_inquires_about_your_activities.
qstr__{s2}_I_must_make_a_ _{s2}_I_must_make_a_report_of_this_information_to_Brotherhood_as_well,_but_you_are_hearing_it_first.
qstr__{s2}_Please_tell_no _{s2}_Please_tell_no_one,_the_Brotherhood_frowns_upon_us_making_coin_on_the_side.
qstr__a_little_rumor _a_little_rumor
qstr__a_tale _a_tale
qstr__a_sliver_of_informa _a_sliver_of_information
qstr__some_gossip _some_gossip
qstr__Ah!_Well_met_{reg63 _Ah!_Well_met,_{reg63?Lord:Lady}_{playername}.
qstr__Yes_indeed_I_have_h _Yes,_indeed_I_have_heard_something.
qstr__Greetings_my_{reg63 _Greetings,_my_{reg63?Lord:Lady}.
qstr__Yes_my_{reg63?Lord:L _Yes,_my_{reg63?Lord:Lady},_I_do_have_something_for_you.
qstr__Favor_smiles_upon_y _Favor_smiles_upon_you,_my_{reg63?Lord:Lady}.
qstr__Aye_my_{reg63?Lord: _Aye,_my_{reg63?Lord:Lady},_there_is_something_I_have_heard.
qstr__My_{reg63?lord:Lady}_ _My_{reg63?lord:Lady},_I_do_have_something_worthwhile_for_you.
qstr__Well_met_my_{reg63?lo _Well_met,_my_{reg63?lord:Lady}_{playername},_you_are_in_luck.
qstr__{reg63?Lord:Lady}_{pl _{reg63?Lord:Lady}_{playername},_fate_smiles_upon_you.
qstr__Not_that_I_indulge_ _Not_that_I_indulge_in_such_rumor-mongering,_my_{reg63?Lord:Lady},_but_I_have_heard_something.
qstr__{s10}__I_was_told{s9} _{s10}__I_was_told{s9}_that_made_me_think_of_you.
qstr__{s10}__Yes{s9}_was_ _{s10}__Yes,{s9}_was_told_to_me_and_I_made_it_a_point_to_remember_it.
qstr__{s10}__I_overheard{ _{s10}__I_overheard{s9}_and_was_fortunate_enough_to_make_a_note_of_it.
qstr__{s10}__I_was_inform _{s10}__I_was_informed_of{s9}_that_may_pique_your_interest.
qstr__{s2}_Usually_I_am_t _{s2}_Usually_I_am_too_busy_to_pay_attention_to_such_gossip.
qstr__{s2}_I_hope_that_yo _{s2}_I_hope_that_you_will_find_this_useful.
qstr__{s2}_I_do_hope_that _{s2}_I_do_hope_that_this_will_be_of_some_use_to_you.
qstr__{s2}_Makes_me_wonder _{s2}_Makes_me_wonder_what_dangers_lurk_outside_these_walls.
qstr__{s2}_I_have_gained_ _{s2}_I_have_gained_a_new_appreciation_for_the_dangers_which_you_face.
qstr__{s2}_It_is_my_duty_ _{s2}_It_is_my_duty_and_honor_to_serve_you,_{reg63?Lord:Lady}._I_hope_this_is_the_sort_of_information_you_were_looking_for.
qstr__{s2}_By_the_way_my_ _{s2}_By_the_way,_my_{reg63?Lord:Lady},_be_careful_in_your_journeys.
qstr__{s2}_The_castle_is_ _{s2}_The_castle_is_bustling_with_activity,_my_{reg63?Lord:Lady},_and_usually_I_cannot_spare_the_time_to_engage_in_this_type_of_information_gathering.
qstr__{s2}_Even_I_found_t _{s2}_Even_I_found_this_of_interest,_my_{reg63?Lord:Lady}.
qstr_{s2}_It_s_regarding_ {s2}_It's_regarding_{s14}._{s4}
qstr_{s2}_{s4}_about_{s14 {s2}_{s4}_about_{s14}.
qstr_{s2}_{s4}_regarding_ {s2}_{s4}_regarding_{s14}.
qstr_{s2}_{s4}_concerning {s2}_{s4}_concerning_{s14}.
qstr_{s2}_My_informant_{s {s2}_My_informant,_{s11}_told_me_{s9}_about_{s14}.
qstr_{s2}_It_s_{s9}_from_ {s2}_It's_{s9}_from_{s11}_about_{s14}.
qstr_{s3}_{s4}_{s34} {s3}_{s4}_{s34}
qstr_a_story a_story
qstr_a_tale a_tale
qstr_a_rumor a_rumor
qstr_a_piece_of_gossip a_piece_of_gossip
qstr_an_intriguing_story an_intriguing_story
qstr_a_piece_of_informati a_piece_of_information
qstr_a_fascinating_tale a_fascinating_tale
qstr_a_yarn a_yarn
qstr_an_interesting_story an_interesting_story
qstr_an_interesting_rumor an_interesting_rumor
qstr_a_sordid_tale a_sordid_tale
qstr_{s50} {s50}
qstr_a_nameless_acquainta a_nameless_acquaintance,
qstr_conducting_business_ conducting_business_which_we_will_not_discuss
qstr_waiting_to_meet_some waiting_to_meet_someone
qstr_waiting_for_someone waiting_for_someone
qstr_someone_who_shall_no someone_who_shall_not_be_named,
qstr_hurrying_to_meet_som hurrying_to_meet_someone_important
qstr_was_collecting_somet was_collecting_something_owed_to_him
qstr_avoiding_the_militia avoiding_the_militia_patrol
qstr_a_person_best_not_na a_person_best_not_named,
qstr_hurrying_to_meet_a_f hurrying_to_meet_a_friend
qstr_waiting_to_meet_an_a waiting_to_meet_an_associate
qstr_hiding_to_avoid_bein hiding_to_avoid_being_followed
qstr_a_person_who_is_best a_person_who_is_best_left_in_shadows,
qstr_waiting_to_receive_a waiting_to_receive_a_report_from_an_underling
qstr_on_the_way_to_meet_a on_the_way_to_meet_an_associate
qstr_waiting_to_meet_one_ waiting_to_meet_one_of_his_men
qstr_an_acquaintance an_acquaintance,
qstr_minding_his_own_busi minding_his_own_business
qstr_not_paying_much_atte not_paying_much_attention
qstr_an_acquaintance_name an_acquaintance_named_{s12},
qstr_doing_some_chores doing_some_chores
qstr_going_to_meet_someon going_to_meet_someone
qstr_{s12}_an_acquaintanc {s12},_an_acquaintance_of_mine,
qstr_a_mercenary_calling_ a_mercenary_calling_himself_{s12},
qstr_waiting_for_his_capt waiting_for_his_captain
qstr_looking_for_some_ent looking_for_some_entertainment
qstr_looking_for_his_swor looking_for_his_sword_mates
qstr_heading_to_town_to_s heading_to_town_to_seek_work
qstr_on_a_scouting_missio on_a_scouting_mission_for_his_captain
qstr_looking_for_his_capt looking_for_his_captain
qstr_a_strange_traveler a_strange_traveler,
qstr_looking_for_somewher looking_for_somewhere_to_eat
qstr_wandering_the_town wandering_the_town
qstr_resting_on_the_side_ resting_on_the_side_of_the_road
qstr_cooking_some_hens_ov cooking_some_hens_over_a_small_campfire
qstr_walking_along_the_ro walking_along_the_road
qstr_a_traveler_named_{s1 a_traveler_named_{s12},
qstr_looking_for_somethin looking_for_something_to_eat
qstr_exploring exploring
qstr_making_camp_along_th making_camp_along_the_side_of_the_road
qstr_breaking_camp breaking_camp
qstr_walking_with_a_group walking_with_a_group_of_refugees
qstr_a_refugee a_refugee,
qstr_looking_for_shelter looking_for_shelter
qstr_heading_to_the_next_ heading_to_the_next_town
qstr_a_young_hunter_named a_young_hunter_named_{s12},
qstr_waiting_for_another_ waiting_for_another_hunter
qstr_preparing_to_go_on_a preparing_to_go_on_a_hunting_trip
qstr_heading_out_of_the_t heading_out_of_the_town
qstr_looking_for_game looking_for_game
qstr_a_traveling_merchant a_traveling_merchant,
qstr_waiting_for_his_appr waiting_for_his_apprentice
qstr_moving_inventory_ont moving_inventory_onto_his_wagon
qstr_looking_for_his_cara looking_for_his_caravan_guards
qstr_heading_to_town_to_se heading_to_town_to_sell_his_goods
qstr_riding_along_the_roa riding_along_the_road
qstr_a_merchant_named_{s1 a_merchant_named_{s12},
qstr_looking_for_his_appr looking_for_his_apprentice
qstr_meeting_a_money_lend meeting_a_money_lender
qstr_waiting_for_a_custom waiting_for_a_customer
qstr_making_camp making_camp
qstr_a_wandering_Knight_o a_wandering_Knight_of_the_Dawn,
qstr_looking_for_his_squi looking_for_his_squire
qstr_tending_to_his_horse tending_to_his_horse
qstr_patrolling_the_stree patrolling_the_street
qstr_helping_some_refugee helping_some_refugees
qstr_patrolling_the_road patrolling_the_road
qstr_an_adventurer_callin an_adventurer_calling_himself_{s12},
qstr_looking_for_his_frie looking_for_his_friend
qstr_resting_under_a_tree resting_under_a_tree_alongside_the_road
qstr_an_abbot_called_{s12 an_abbot_called_{s12},
qstr_rushing_to_the_aid_o rushing_to_the_aid_of_a_sick_friend
qstr_helping_refugees helping_refugees
qstr_strolling_the_street strolling_the_streets
qstr_on_a_pilgrimage on_a_pilgrimage
qstr_a_member_of_the_loca a_member_of_the_local_militia,
qstr_on_patrol on_patrol
qstr_patrolling_the_town patrolling_the_town
qstr_investigating_suspic investigating_suspicious_activity
qstr_a_local_militiaman a_local_militiaman
qstr_hunting_for_his_lord hunting_for_his_lord
qstr_a_soldier_from_the_c a_soldier_from_the_castle,
qstr_on_guard_duty on_guard_duty
qstr_a_soldier_who_would_ a_soldier_who_would_not_give_his_name
qstr_scouting_the_area scouting_the_area
qstr_a_young_noble_lad a_young_noble_lad,
qstr_looking_for_a_friend looking_for_a_friend
qstr_on_important_busines on_important_business
qstr_meeting_someone meeting_someone
qstr_hunting_a_stag hunting_a_stag
qstr_traveling_to_his_fat traveling_to_his_father's_estate
qstr_a_caravan_guard a_caravan_guard,
qstr_looking_for_his_mate looking_for_his_mates
qstr_waiting_to_meet_his_ waiting_to_meet_his_next_contract
qstr_checking_the_horses checking_the_horses
qstr_scouting_ahead_of_hi scouting_ahead_of_his_caravan
qstr_catching_up_to_the_c catching_up_to_the_caravan
qstr_escorting_a_caravan escorting_a_caravan
qstr_a_bounty_hunter a_bounty_hunter,
qstr_following_up_on_a_le following_up_on_a_lead
qstr_waiting_to_meet_an_i waiting_to_meet_an_informant
qstr_on_the_trail_of_a_no on_the_trail_of_a_notorious_outlaw
qstr_asking_if_we_had_see asking_if_we_had_seen_bandits_in_the_area
qstr_a_Mercenary_Sellswor a_Mercenary_Sellsword,
qstr_waiting_for_his_serg waiting_for_his_sergeant
qstr_on_his_way_to_town on_his_way_to_town
qstr_asking_if_we_knew_wh asking_if_we_knew_where_he_could_find_work
qstr_a_Militia_Warder a_Militia_Warder,
qstr_checking_on_a_recrui checking_on_a_recruit
qstr_waiting_to_meet_a_bo waiting_to_meet_a_bounty_hunter
qstr_asking_if_we_had_seen asking_if_we_had_seen_his_friends
qstr_a_young_Noble_by_the a_young_Noble_by_the_name_of_Lord_{s12},
qstr_on_important_business on_important_business_for_a_Lord
qstr_a_wandering_Ranger_b a_wandering_Ranger_by_the_name_of_{s12},
qstr_preparing_to_leave_t preparing_to_leave_the_town
qstr_investigating_someth investigating_something_suspicious
qstr_waiting_for_a_fellow waiting_for_a_fellow_ranger
qstr_a_good_squire_named_ a_good_squire_named_{s12},
qstr_waiting_for_his_Lord waiting_for_his_Lord
qstr_meeting_a_friend meeting_a_friend
qstr_going_to_meet_his_Lo going_to_meet_his_Lord
qstr_a_neighbor_of_mine a_neighbor_of_mine
qstr_on_his_way_to_the_sh on_his_way_to_the_shop
qstr_walking_to_work walking_to_work
qstr_a_relative_of_a_frie a_relative_of_a_friend
qstr_on_his_way_to_his_ma on_his_way_to_his_masters_shop
qstr_looking_for_his_litt looking_for_his_little_brother
qstr_my_distant_cousin_na my_distant_cousin_named_{s12},
qstr_avoiding_his_wife avoiding_his_wife
qstr_looking_for_his_son looking_for_his_son
qstr_my_sister_s_husband_ my_sister's_husband's_cousin_twice_removed
qstr_avoiding_his_mother_ avoiding_his_mother-in-law
qstr_looking_for_his_wayw looking_for_his_wayward_son
qstr_a_few_days_ago a_few_days_ago
qstr_last_night last_night
qstr_earlier_this_morning earlier_this_morning
qstr_yesterday yesterday
qstr_after_sundown_yester after_sundown_yesterday
qstr_while_dining_yesterd while_dining_yesterday
qstr_at_breakfast_this_mo at_breakfast_this_morning
qstr_while_at_the_merchan while_at_the_merchant_shop
qstr_in_the_tavern in_the_tavern
qstr_in_the_street in_the_street
qstr_outside_the_walls outside_the_walls
qstr_in_the_castle_courty in_the_castle_courtyard
qstr_noon_yesterday noon_yesterday
qstr_recently recently
qstr_I_heard_{s9}_from_{s I_heard_{s9}_from_{s11}
qstr_I_was_told_{s13}_of_ I_was_told_{s13}_of_{s9}_from_{s11}
qstr_Hmm_{s13}_I_heard_{s Hmm,_{s13}_I_heard_{s9}_from_{s11}
qstr_I_heard_{s9}_from_{s1 I_heard_{s9}_from_{s11}_{s13}
qstr_I_met_{s11}_{s13}_wh I_met_{s11}_{s13}_who_told_me_{s9}
qstr_I_came_across_{s9}_f I_came_across_{s9}_from_{s11}
qstr_On_a_chance_encounte On_a_chance_encounter,_I_heard_{s9}_from_{s11}
qstr_I_ran_into_{s11}_{s1 I_ran_into_{s11}_{s13},_who_informed_me_of_{s9}
qstr_I_bumped_into_{s11}_ I_bumped_into_{s11}_{s13},_who_relayed_to_me_{s9}
qstr_I_overheard_{s9}_fro I_overheard_{s9}_from_{s11}
qstr_Snake_Cult Snake_Cult
qstr_Jatu Jatu
qstr_thieves_and_bandits_ thieves_and_bandits_of_the_forests
qstr_Noldor Noldor
qstr_D_Shar_Steppe_Raider D'Shar_Steppe_Raiders
qstr_recent_events_that_s recent_events_that_seem_out_of_the_ordinary
qstr_outlaws_and_forest_b outlaws_and_forest_brigands
qstr_outlaws_and_highwaym outlaws_and_highwaymen
qstr_rogue_and_outlawed_K rogue_and_outlawed_Knights
qstr_various_adventure_co various_adventure_companies
qstr_Heretics Heretics
qstr_Red_Brotherhood Red_Brotherhood
qstr_Knights_of_Eventide Knights_of_Eventide
qstr_Knights_of_the_Dawn Knights_of_the_Dawn
qstr_Mettenheim Mettenheim
qstr_Singalians Singalians
qstr_travellers travellers
qstr_the_accursed_{s14} the_accursed_{s14}
qstr_the_vile_{s14} the_vile_{s14}
qstr_the_damned_{s14} the_damned_{s14}
qstr_the_barbaric_{s14} the_barbaric_{s14}
qstr_the_horrid_{s14} the_horrid_{s14}
qstr_the_filthy_{s14} the_filthy_{s14}
qstr_days days
qstr_in_the_afternoon in_the_afternoon
qstr_fresh fresh
qstr_in_the_morning in_the_morning
qstr_fresh_cool fresh_cool
qstr_nights nights
qstr_after_dark after_dark
qstr_fresh_night fresh_night
qstr_after_sunset after_sunset
qstr_night night
qstr__few_{s7}_ago _few_{s7}_ago
qstr_h_yes_it_was_two_{s7 h_yes,_it_was_two_{s7}_ago,_{s17}
qstr_hh_it_was_yesterday_ hh,_it_was_yesterday,_{s17}
qstr_bout_three_{s7}_ago bout_three_{s7}_ago
qstr__handful_of_{s7}_ago _handful_of_{s7}_ago
qstr__few_{s7}_past_{s17} _few_{s7}_past,_{s17}
qstr_{s41} {s41}
qstr_{s42} {s42}
qstr_{s43} {s43}
qstr_taking_a_stroll taking_a_stroll
qstr_headed_to_the_tavern headed_to_the_tavern
qstr_walking_home walking_home
qstr_getting_some_{s18}_a getting_some_{s18}_air
qstr_enjoying_the_{s18}_a enjoying_the_{s18}_air
qstr_he he
qstr_A{s12}_{s50}_was_{s3 A{s12},_{s50}_was_{s30},
qstr_When_{s50}_was_{s30} When_{s50}_was_{s30}_a{s12},
qstr_A{s12}_when_{s50}_wa A{s12},_when_{s50}_was_{s30},
qstr_We_came_across_{s11} We_came_across_{s11}_while_he_was_{s30}.__He_told_us_about_{s9}.
qstr_Aye_{s13}_we_encount Aye,_{s13}_we_encountered_{s11}_who_told_us_about_{s9}.
qstr_Yes_{s13}_we_encount Yes,_{s13}_we_encountered_{s11}_as_he_was_{s30}.__We_had_a_brief_discussion_during_which_he_relayed_{s9}.
qstr_Hmm_{s13}_we_came_up Hmm,_{s13}_we_came_upon_{s11}_while_he_was_{s30}.__A_friendly_sort,_he_let_us_know_about_{s9}.
qstr_Well_{s13}_we_met_{s Well,_{s13}_we_met_{s11}_while_he_was_{s30}.__He_told_us_{s9}.
qstr_{s4}_{s34} {s4}_{s34}
qstr_{s15}^{s10} {s15}^{s10}
qstr_{s30}^{s3} {s30}^{s3}
qstr_^^^Unfortunately_the ^^^Unfortunately,_there_wasn't_anything_left_worth_equipping.
qstr_{s2}_equipped_{s1}. {s2}_equipped_{s1}.
qstr_{s2}_{s1} {s2},_{s1}
qstr_{s2}_and_{s1} {s2}_and_{s1}
qstr_{s2} {s2}
qstr_{reg0}_noble_recruit {reg0}_noble_recruits_have_joined_your_cause_{reg1?({reg1}_because_of_your_shrines_and_churches{reg2?,_{reg2}_because_of_the_glory_to_be_in_your_army):)}:{reg2?({reg2}_because_of_the_glory_to_be_in_your_army):}}
