stringsfile version 1
5057
str_no_string NO_STRING!
str_npc_ediz_woman_to_woman You_handle_yourself_well_in_the_face_of_the_discourtesy_offered_you_by_these_fools_of_Pendor_lords._And_here,_most_of_them_cannot_even_write_their_names,_while_you_both_read_and_write!_I_faced_many_of_the_same_difficulties_here_at_first,_but_amongst_the_medical_profession,_it_is_intelligence_and_study_which_earns_respect.
str_npc_sara_woman_to_woman My_Valorous_Captain,_I_have_made_the_fact_that_you_are_a_better_warrior_and_more_successful_tactician_than_any_man_in_Pendor_a_major_feature_of_my_poems_and_ballads_about_your_victories._As_you_may_recall,_it_was_I_who_saved_our_party_from_the_Heretics_near_the_lake,_not_the_strutting_little_lordly_cocks_on_dunghills_who_ran_from_the_fight!_Women_like_us_are_exceptional_and_I_am_proud_to_know_you.
str_npc_donavan_woman_to_woman {!}.
str_npc_diev_woman_to_woman {!}.
str_npc_alyssa_woman_to_woman {!}.
str_npc_roland_woman_to_woman {!}.
str_npc_kaverra_woman_to_woman Hah,_Captain,_between_the_two_of_us,_half_the_men_in_Pendor_will_soon_be_running_about_gelded_like_bull_calves_in_spring,_as_they_well_deserve!_Not_that_the_lords_are_known_for_their_cojones,_anyway,_let_alone_their_brain_power,_mind_you.
str_npc_sigismund_woman_to_woman {!}.
str_npc_boadice_woman_to_woman {!}.
str_npc_adonja_turn_against I'm_sorry_that_we_meet_like_this,_boss._There's_no_question_that_I_owe_my_rise_in_life_to_you._You_doubtless_think_me_ungrateful._However,_one_has_to_follow_one's_destiny_--_isn't_that_correct?
str_npc_leslie_turn_against This_is_a_sad_day._I_never_thought_that_I_might_meet_my_old_captain_on_the_field_of_battle._Even_if_I_triumph,_it_will_bring_me_no_joy.
str_npc_ansen_turn_against Oh_{playername}_--_what_a_tragic_turn_our_lives_have_taken!_I_can_only_hope_that_the_tides_of_war,_having_made_us_enemies_today,_will_one_day_allow_us_to_be_friends.
str_npc_riva_turn_against Aye,_well..._I'm_not_sure_what_to_say._If_we_must_fight,_let's_get_it_over_with.
str_npc_kassim_turn_against {playername}_Bahadur!_I_took_your_salt,_and_was_well_rewarded_for_it!_However,_I_will_remind_you_of_an_old_truth_--_that_while_a_Singalian_may_be_an_ardent_follower,_and_a_devoted_friend,_he_will_never_be_your_slave..._Anyway,_today_I_come_against_you_with_my_sword_raised._But_I_hope_that_one_day_we_raise_a_glass_together,_to_a_friendship_renewed.
str_npc_lethaldiran_turn_against It_grieves_me_more_than_anything_I_can_say_to_meet_you_like_this,_{playername}._I_shall_not_dwell_on_the_circumstances_that_have_led_us_to_this_point._I_can_only_hope_that_we_may_one_day_be_reconciled.
str_npc_jocelyn_turn_against Well,_captain._You_made_of_me_a_great_lord,_and_for_that_I_am_grateful._However,_you_did_not_buy_me,_and_now_that_the_circumstances_have_caused_us_our_interests_to_clash,_I_can_meet_you_in_battle_with_a_clear_conscience._Still,_I_hope_some_day_that_circumstances_may_change_again,_and_we_may_meet_as_friends.
str_npc_alistair_turn_against So_we_now_we_meet_as_enemies,_and_may_shortly_face_each_other_over_the_rims_of_our_shields._A_grim_day_this_is._Sometimes,_the_spinners_of_our_fate_have_a_dark_sense_of_humor.
str_npc_rayne_turn_against I_will_not_accept_fault_for_the_circumstances_which_have_led_us_to_become_enemies._I_want_you_to_know_that_my_conscience_is_clear,_although_my_heart_is_heavy.
str_npc_julia_turn_against Well,_it_looks_like_the_tides_of_fate_have_led_me_to_make_war_on_my_old_captain._Maybe_things_started_to_go_wrong_when_you_became_my_liege_--_I_suppose_I_was_never_much_suited_to_vassalage._Anyway,_here_we_are_now._Maybe,_when_the_world_is_changed_and_there_are_no_more_masters_and_servants,_or_lords_and_vassals,_then_we_can_meet_together_as_friends.
str_npc_frederick_turn_against Great_heaven,_{reg63?laddie:lassie}._So_now_it_looks_like_you_and_I_are_enemies._Didn't_I_say_that_life_takes_us_on_some_very_strange_turns?_Destiny_sometimes_has_a_cruel_sense_of_humor_--_I'll_say_that_much.
str_npc_ediz_turn_against So,_it_seems_we_must_fight._I_would_have_you_know,_{reg63?sir:my_lady},_that_I_have_not_betrayed_you._I_had_never_served_you_as_a_man,_but_served_the_principles_which_I_believed_you_upheld._As_you_no_longer_uphold_them,_I_must_do_my_best_to_thwart_you._But_I_bear_you_no_ill_will,_and_I_hope_that_we_can_meet_again_some_day_as_friends
str_npc_sara_turn_against It_is_sad_to_meet_you_as_my_enemy,_Captain_--_but_on_the_other_hand,_to_meet_such_a_titan_of_the_battlefield_as_yourself_in_combat_is_a_rare_privilege._Truly,_the_news_of_our_contest_today_shall_keep_the_bards_and_poets_of_Pendor_in_wine_and_silver_for_months_to_come,_do_you_think?
str_npc_donavan_turn_against Well,_{playername}._We_meet_as_enemies._I_confess_that_I_have_mixed_feelings._It_grieves_me_to_make_war_on_you,_but_if_we_meet_in_battle_and_I_prevail,_I_will_have_defeated_the_worthiest_foe_in_all_Pendor,_and_I_will_know_that_my_mastery_of_the_military_art_is_complete!
str_npc_diev_turn_against Ah..._I_have_not_been_looking_forward_to_this_day._I_just_want_to_say_that_in_my_sight,_if_you'd_kept_your_faith_in_me,_things_would_never_have_come_to_this._But_no_doubt_you_see_it_differently.
str_npc_alyssa_turn_against Hello,_Captain!_So,_I_guess_we're_enemies!_One_small_word_of_warning_if_we_end_up_fighting_each_other_--_once_the_rage_of_battle_hits_me,_I_can't_always_account_for_my_actions._Just_know_that_whatever_I_do,_it's_not_personal._Maybe_if_we_both_walk_away_from_this,_we_can_meet_once_more_as_friends?
str_npc_roland_turn_against Hello,_Captain!_So,_I_guess_we're_enemies!_One_small_word_of_warning_if_we_end_up_fighting_each_other_--_once_the_rage_of_battle_hits_me,_I_can't_always_account_for_my_actions._Just_know_that_whatever_I_do,_it's_not_personal._Maybe_if_we_both_walk_away_from_this,_we_can_meet_once_more_as_friends?
str_npc_kaverra_turn_against Hello,_Captain!_So,_I_guess_we're_enemies!_One_small_word_of_warning_if_we_end_up_fighting_each_other_--_once_the_rage_of_battle_hits_me,_I_can't_always_account_for_my_actions._Just_know_that_whatever_I_do,_it's_not_personal._Maybe_if_we_both_walk_away_from_this,_we_can_meet_once_more_as_friends?
str_npc_sigismund_turn_against Hello,_Captain!_So,_I_guess_we're_enemies!_One_small_word_of_warning_if_we_end_up_fighting_each_other_--_once_the_rage_of_battle_hits_me,_I_can't_always_account_for_my_actions._Just_know_that_whatever_I_do,_it's_not_personal._Maybe_if_we_both_walk_away_from_this,_we_can_meet_once_more_as_friends?
str_npc_boadice_turn_against Hello,_Captain!_So,_I_guess_we're_enemies!_One_small_word_of_warning_if_we_end_up_fighting_each_other_--_once_the_rage_of_battle_hits_me,_I_can't_always_account_for_my_actions._Just_know_that_whatever_I_do,_it's_not_personal._Maybe_if_we_both_walk_away_from_this,_we_can_meet_once_more_as_friends?
str_companion_strings_end INVALID
str_npc_siggy_to_adonja_1_a Don't_sidle_up_to_me,_you_Raider_wench!_You_will_likely_betray_us_to_your_Mystmountain_cohorts,_sure_as_I_like_ale!
str_npc_adonja_to_siggy_1_a You_surly,_drink-addled_clod,_cease_calling_me_'Raider_Wench!'__You_led_an_amateur_farmboy_militia_-_whereas_I_successfully_led_many_raiding_parties.
str_npc_siggy_to_adonja_2_a I_know_you're_just_waiting_to_pick_over_all_our_corpses.
str_npc_adonja_to_siggy_2_a Unlike_you,_Commander_Siggydumb,_I_led_my_raids_sober,_not_slobbering_drunk._Now_piss_off,_you_ale-sodden_wanker,_or_I'll_slit_your_throat!
str_npc_donavan_to_leslie_1_a Leslie,_you_will_obey_my_commands_in_battle_or_suffer_a_flogging!_I'll_bare_your_back_just_as_quickly_as_any_man's_for_that_flogging,_too!
str_npc_leslie_to_donavan_1_a You_are_a_sadistic_little_troll.
str_npc_donavan_to_leslie_2_a Offer_me_any_more_impudence_when_I_give_you_an_order,_and_you'll_regret_it.
str_npc_leslie_to_donavan_2_a Why_don't_you_go_pull_the_wings_off_a_fly,_drop_a_frog_into_boiling_water,_torture_a_puppy_or_whatever_else_you_do_for_fun?
str_npc_ansen_to_boadice_1_a That_cut_of_yours_may_well_become_infected_without_attention,_and_I_am_the_medic_for_this_troop_and_under_orders_from_the_captain_to_treat_the_wounded.
str_npc_boadice_to_ansen_1_a I_tell_you_one_final_time_without_drawing_my_blade_that_women_of_my_rank_are_not_attended_medically_by_men.
str_npc_ansen_to_boadice_2_a Madam,_please_cooperate_with_me.
str_npc_boadice_to_ansen_2_a Do_not_approach_me_again!
str_npc_riva_to_julia_1_a Julia,_you_will_accord_me_the_respect_due_my_rank,_or_we_shall_come_to_blows.
str_npc_julia_to_riva_1_a So_I_am_now_to_accord_respect_to_a_jumped_up_bandit's_whore_pretending_she's_a_lady,_am_I?_I_think_not.
str_npc_riva_to_julia_2_a I_will_no_longer_tolerate_your_impertinent_comments_to_me_concerning_my_family_and_my_status_as_a_lady.
str_npc_julia_to_riva_2_a We_of_the_Empire_can_easily_recognize_low-class_trash_when_it_intrudes_upon_us.
str_npc_kassim_to_kaverra_1_a You_are_no_more_than_an_uppity_peasant_girl_who_takes_pride_in_an_action_which_would_earn_you_death_amongst_my_people.
str_npc_kaverra_to_kassim_1_a Kassim,_you're_naught_but_a_caravan-raiding_tribal_savage.
str_npc_kassim_to_kaverra_2_a Raiding_is_a_way_of_life_for_us.
str_npc_kaverra_to_kassim_2_a I'll_have_your_balls_for_earrings_if_you_keep_blathering_on_about_a_woman's_place.
str_npc_kassim_to_kaverra_3_a Beating_women_who_talk_too_much_and_disrespectfully_is_also_one_of_our_customs.
str_npc_kaverra_to_kassim_3_a You'll_go_back_to_your_tribe_singing_soprano!
str_npc_ediz_to_lethaldiran_1_a One_who_hides_in_shadows_and_kills_in_disguise_is_lower_than_a_dung_beetle's_belly.
str_npc_lethaldiran_to_ediz_1_a You_Singalians_have_an_interesting_attitude,_all_right.
str_npc_ediz_to_lethaldiran_2_a I_challenge_you_to_fight_me_and_prove_you_have_some_true_manhood.
str_npc_lethaldiran_to_ediz_2_a Why_not_avoid_a_direct_battle_and_strike_later_from_behind,_when_your_enemy_is_off_guard?
str_npc_ediz_to_lethaldiran_3_a Let's_see_if_you_can_fight_like_a_man,_not_a_viper_under_a_rock!
str_npc_lethaldiran_to_ediz_3_a Who_cares_what_method_you_use_to_kill,_if_you_come_out_ahead_of_the_game_in_the_end?
str_npc_jocelyn_to_diev_1_a I_cannot_understand_why_our_Captain_saw_fit_to_enlarge_our_ranks_with_alley_scum_and_poachers_who_ran_from_battle.
str_npc_diev_to_jocelyn_1_a So,_you_don't_approve_of_poachers_who_share_food_with_the_hungry?_What_did_you_do_for_charity_before_you_ran_away_from_your_Order_like_any_coward?
str_npc_jocelyn_to_diev_2_a I_don't_like_you,_Diev,_and_I_advise_you_to_avoid_my_company.
str_npc_diev_to_jocelyn_2_a I_don't_give_a_damn_what_you_think_of_me.
str_npc_alistair_to_roland_1_a I_quite_understand_why_you_abandoned_those_Twits_of_the_Dawn,_Roland,_but_why_must_you_persist_in_following_their_tenets_so_doggedly?
str_npc_roland_to_alistair_1_a I_left_the_Order_of_the_Dawn,_Alistair,_but_I_have_never_forsaken_Astraea,_nor_will_I.
str_npc_alistair_to_roland_2_a After_all,_those_bonfire-addicted_cretins_will_assuredly_set_you_ablaze_the_instant_they_lay_hands_on_you.
str_npc_roland_to_alistair_2_a I_do_not_fear_death._I_have_lived_a_good_and_virtuous_life,_and_if_the_gods_are_just,_they_will_welcome_me_based_on_this_life_I_have_lived._Can_you_say_the_same?_Have_you_lived_so_noble_a_life_that_memories_of_you_will_live_on_in_the_hearts_of_those_who_love_you,_once_you_are_gone?
str_npc_alistair_to_roland_3_a Your_devotion_to_Astraea_is_misplaced_and_will_most_certainly_lead_to_your_death_at_the_stake.
str_npc_rayne_to_fred_1_a Hah,_Frederick,_no_wonder_you_call_your_regiment_'Forlorn_Hope.'_I_can_picture_a_quite_forlorn_lot_of_geezers,_leaning_upon_their_swords_for_support,_as_they_lurch_into_battle.
str_npc_fred_to_rayne_1_a Sir_Rayne,_I_will_have_you_know_that_men_of_my_age_and_experience_invariably_best_younger,_brasher_knights_in_combat_than_you_will_ever_be!
str_npc_rayne_to_fred_2_a Go_and_nurse_your_arthritis_by_the_fire;_your_tales_of_Mettenheim's_valor_do_not_interest_me.
str_npc_fred_to_rayne_2_a Would_you_care_for_a_demonstration?_If_so,_I_am_going_to_hack_you_to_pieces!
str_npc_alyssa_to_sara_1_a SSara,_your_preoccupation_with_sseducing_men_is_disruptive_to_troop_disscipline.
str_npc_sara_to_alyssa_1_a So_I_am_now_to_take_advice_on_deportment_from_a_Snake_Cult_Priestess?_I_think_not!
str_npc_alyssa_to_sara_2_a Should_one_of_our_priesstesses_conduct_herself_thussly_amongst_our_knights,_sshe_would_find_hersself_ssacrificed_to_Azi_Dahaka_possthaste.
str_npc_sara_to_alyssa_2_a How_you_conduct_yourself_amongst_your_murderous_cult_is_of_no_interest_to_me_whatsoever.
str_npc_diev_to_adonja_1_b Adonja,_I've_watched_you_toady_to_our_bookish_medic._Are_you_softening_him_up_to_get_information_about_his_father's_caravans_for_future_raids?
str_npc_adonja_to_diev_1_b By_the_rending_claws_of_Vejovis,_Diev,_I_am_polite_to_Ansen_because_he_offers_courtesy_to_me,_unlike_some_I_might_name!
str_npc_diev_to_adonja_2_b Nothing_but_scum_comes_out_of_the_Mystmountains_and_they_run_like_cowards_from_Ravenstern_troops.
str_npc_adonja_to_diev_2_b We_of_the_Mystmountains_are_accustomed_to_prejudice,_but_I'll_not_tolerate_it_from_one_who_ran_from_battle._Drummed_out_of_the_guard_for_it,_weren't_you?_Be_careful_who_you_name_coward,_lest_the_name_stick_to_you!
str_npc_leslie_to_kassim_b You_know,_Kassim,_in_Barclay,_we'd_say_that_someone_with_your_attitude_has_'navel_vison.'_Your_head_is_stuck_so_far_up_your_arse,_you_have_to_peer_out_through_your_navel_to_see_anything._Now_bugger_off_and_go_annoy_someone_else._I'm_done_with_listening_to_your_sexist_idiocies.
str_npc_kassim_to_leslie_b When_you_find_yourself_a_concubine_amongst_the_tents_of_my_people,_you_will_learn_that_an_attitude_such_as_yours_brings_death,_if_you_are_lucky;_if_not,_removal_of_your_tongue_and_a_sound_beating!
str_npc_fred_to_ansen_1_b You_should_have_abandoned_your_hopes_long_since,_young_Ansen,_as_you_will_never_make_a_knight.
str_npc_ansen_to_fred_1_b Sir_Frederick,_I_realize_that_you_have_vastly_more_experience_than_I_in_warfare,_but_I_wish_to_learn_and_your_sarcastic_comments_do_not_aid_me.
str_npc_fred_to_ansen_2_b Resign_yourself_to_being_a_medic_and_curing_the_wounded_and_quit_trying_for_knighthood_before_you_are_killed.
str_npc_ansen_to_fred_2_b If_you_wish_my_fighting_techniques_to_improve,_teach_me!_That,_at_least,_would_be_constructive.
str_npc_lethaldiran_to_riva_1_b Your_kind_plagued_the_Woods_of_Laria_for_years,_you_bandit_slut.
str_npc_riva_to_lethaldiran_1_b You_Noldor_scum,_how_dare_you_address_me_so_informally?
str_npc_lethaldiran_to_riva_2_b You_get_from_me_precisely_the_respect_and_honor_you_merit.
str_npc_riva_to_lethaldiran_2_b You_will_call_me_Lady_Riva,_Lethaldiran,_and_ask_my_permission_to_approach_me_in_future._If_you_do_not,_I_shall_make_you_regret_your_impudence.
str_npc_lethaldiran_to_riva_3_b Pretending_to_be_of_noble_birth_does_not_make_you_so._Your_airs_and_graces_are_ludicrous.
str_npc_jocelyn_to_alistair_1_b Even_when_we_trained_together_as_youths,_Alistair,_I_detested_you._You_were_a_smarmy_little_mawworm_then_and_you_have_not_improved_with_maturity.
str_npc_alistair_to_jocelyn_1_b I_fail_to_see_why_you_so_stubbornly_refuse_to_return_to_our_ranks_in_the_Order_of_Eventide._You_must_know,_Jocelyn,_that_this_refusal_is_your_death_sentence,_which_is_slated_to_be_carried_out_in_a_most_unpleasant_way.__As_you_doubtless_recall_from_our_days_of_training_together,_I_can_almost_certainly_best_you_in_a_trial_of_arms._Do_be_sensible_and_return_to_the_fold.
str_npc_jocelyn_to_alistair_2_b Attempt_to_kill_me_and_we'll_see_how_your_dishonorable_fighting_techniques_succeed._I_shall_kill_you_where_you_stand.
str_npc_boadice_to_rayne_1_b Tell_me,_Sir_Rayne,_do_the_Knights_of_the_Falcon_habitually_recruit_from_amongst_the_ranks_of_stiff-necked_cretins,_or_is_becoming_simply_a_part_of_your_traditional_training?
str_npc_rayne_to_boadice_1_b I_am_not,_madam,_a_'stiff-necked_cretin,'_and_I'll_thank_you_to_keep_such_comments_to_yourself._A_knight's_dignity_and_honor_are_as_important_as_his_fighting_skills,_and_the_Knights_of_the_Falcon_excel_in_all.
str_npc_boadice_to_rayne_2_b Your_pompous_reaction_utterly_illustrates_my_point!
str_npc_rayne_to_boadice_2_b As_a_woman,_I_am_sure_you_are_incapable_of_understanding_knightly_ways,_so_I_will_waste_no_more_words_upon_you.
str_npc_julia_to_sara_1_b Your_constant_flirting,_you_slut,_is_why_I_hold_you_in_contempt._How_can_you_lower_yourself_to_flirt_with_every_man_you_meet?
str_npc_sara_to_julia_1_b And_what_does_a_tavern_bouncer_know_of_a_lady's_behavior?_I_do_not_flirt,_as_you_so_crudely_put_it;_I_merely_enliven_this_company_with_my_wit,_humor_and_words!
str_npc_julia_to_sara_2_b Try_for_a_little_dignity_and_decorum,_won't_you?
str_npc_ediz_to_kaverra_1_b Women_do_not_belong_on_the_field_of_battle.
str_npc_kaverra_to_ediz_1_b Don't_you_go_telling_me_what_a_woman_can_and_cannot_do_on_a_battlefield.
str_npc_ediz_to_kaverra_2_b Just_because_you_wield_a_ludicrous_weapon_with_an_even_more_ridiculous_name_does_not_make_you_a_warrior_in_my_eyes.
str_npc_kaverra_to_ediz_2_b You_bumptious_piece_of_dung.
str_npc_ediz_to_kaverra_3_b One_of_our_Singalian_Temptresses_would_kill_you_in_the_blink_of_an_eye.
str_npc_kaverra_to_ediz_3_b I_can_fight_as_well_as_any_man!_I'll_demonstrate_if_you_like.
str_npc_siggy_to_donavan_1_b I've_had_it_with_your_arbitrary_and_unauthorized_orders,_Donavan,_you_sadistic,_petty_little_martinet.
str_npc_donavan_to_siggy_1_b Drinking_makes_you_even_grumpier_than_you_normally_are_when_sober._Why_don't_you_just_shut_the_hell_up?
str_npc_siggy_to_donavan_2_b Next_time_you_start_handing_me_your_guff,_I'll_hand_you_something_more_lethal_than_an_order_in_return!
str_npc_donavan_to_siggy_2_b If_I_want_your_opinion,_I'll_ask_for_it._Don't_hold_your_breath_while_you_wait.
str_npc_alyssa_to_roland_1_b Do_tell_me,_Ssir_Roland,_ssince_you_desserted_your_Order,_why_does_the_sstench_of_ssanctimony_still_pervade_your_vicinity?
str_npc_roland_to_alyssa_1_b You,_Madam_Alyssa,_are_the_embodiment_of_all_I_loathe._Your_very_voice_makes_my_skin_crawl.
str_npc_alyssa_to_roland_2_b Ssuch_passion_for_one_ssworn_to_virtue!
str_npc_roland_to_alyssa_2_b Were_it_not_for_our_Captain,_I'd_have_killed_you_long_since,_for_your_own_sins_and_those_of_your_cult.
str_npc_alyssa_to_roland_3_b How_uncharitably_murderouss_you_are!
str_npc_roland_to_alyssa_3_b Approach_me_not_again,_or_your_life_is_at_risk.
str_npc_ansen_to_adonja_c Adonja,_would_you_tell_me_of_some_of_the_Mystmountain_clans'_traditions_and_history?_I_know_nothing_about_your_people_and_would_like_to_learn_of_them.
